,Country,Player,Matches,Innings,Not_Out,Runs,Highest_score,Average,Ball_Faced,Strike_Rate,Hundreds,Fiftys,Zeros,Fours,Sixes,To,From
1112,Sri,GP Wickramasinghe,134,64,24,344,32,543.0,543,543.0,0,0,12,17,2,543,543
1113,Sri,DNT Zoysa,95,47,21,343,47,358.0,358,358.0,0,0,5,29,7,358,358
1114,Sri,SS Pathirana,18,14,1,332,56,383.0,383,383.0,0,1,0,33,5,383,383
1115,Sri,A Dananjaya,42,32,6,323,50,451.0,451,451.0,0,1,3,29,3,451,451
1116,Sri,M Theekshana,55,31,11,316,38,592.0,592,592.0,0,0,4,22,3,592,592
1117,Sri,SMSM Senanayake,49,33,11,290,42,311.0,311,311.0,0,0,6,31,6,311,311
1118,Sri,PVD Chameera,54,37,13,289,29,478.0,478,478.0,0,0,3,21,3,478,478
1119,Sri,S Randiv,31,18,2,280,56,382.0,382,382.0,0,1,2,28,1,382,382
1120,Sri,ML Udawatte,9,9,0,257,73,383.0,383,383.0,0,2,1,25,3,383,383
1121,Sri,S Ranatunga,13,11,0,253,70,526.0,526,526.0,0,2,0,10,0,526,526
1122,Sri,GF Labrooy,44,36,7,249,33,350.0,350,350.0,0,0,6,13,3,350,350
1123,Sri,RAS Lakmal,86,48,22,244,26,404.0,404,404.0,0,0,9,18,3,404,404
1124,Sri,CRD Fernando,146,61,35,239,20,392.0,392,392.0,0,0,9,19,2,392,392
1125,Sri,I Udana,21,18,4,237,78,249.0,249,249.0,0,1,2,17,10,249,249
1126,Sri,SHU Karnain,19,17,5,229,41,386.0,386,386.0,0,0,2,8,3,386,386
1127,Sri,KS Lokuarachchi,21,18,3,210,69,262.0,262,262.0,0,1,2,9,5,262,262
1128,Sri,CPH Ramanayake,62,35,14,210,26,374.0,374,374.0,0,0,7,13,1,374,374
1129,Sri,GSNFG Jayasuriya,12,10,1,195,96,273.0,273,273.0,0,1,2,13,2,273,273
1130,Sri,ASA Perera,20,13,2,195,56,257.0,257,257.0,0,1,1,15,3,257,257
1131,Sri,BAW Mendis,87,42,19,188,21,263.0,263,263.0,0,0,10,16,2,263,263
1132,Sri,SI de Saram,15,13,2,183,38,270.0,270,270.0,0,0,0,12,1,270,270
1133,Sri,KNM Fernando,7,6,0,182,69,212.0,212,212.0,0,2,0,21,2,212,212
1134,Sri,B Warnapura,12,12,0,180,77,415.0,415,415.0,0,1,1,21,0,415,415
1135,Sri,SKL de Silva,11,6,3,161,57,193.0,193,193.0,0,2,0,16,0,193,193
1136,Sri,K Weeraratne,15,9,1,160,41,177.0,177,177.0,0,0,0,10,3,177,177
1137,Sri,HMCM Bandara,31,17,4,160,31,224.0,224,224.0,0,0,3,8,5,224,224
1138,Sri,AN Ranasinghe,9,8,1,153,51,147.0,147,147.0,0,1,2,8,3,147,147
1139,Sri,MDK Perera,13,12,0,152,30,199.0,199,199.0,0,0,0,13,3,199,199
1140,Sri,BOP Fernando,8,8,0,148,49,230.0,230,230.0,0,0,1,15,3,230,230
1141,Sri,DK Liyanage,16,11,2,144,43,207.0,207,207.0,0,0,0,6,1,207,207
1142,Sri,KNA Bandara,6,5,1,141,55,217.0,217,217.0,0,2,0,9,1,217,217
1143,Sri,M Bhanuka,6,6,0,140,36,194.0,194,194.0,0,0,0,13,2,194,194
1144,Sri,HMRKB Herath,71,30,15,140,17,217.0,217,217.0,0,0,3,10,2,217,217
1145,Sri,EAR de Silva,28,20,6,138,19,241.0,241,241.0,0,0,2,4,1,241,241
1146,Sri,APB Tennekoon,4,4,0,137,59,207.0,207,207.0,0,1,1,16,0,207,207
1147,Sri,SRD Wettimuny,3,3,1,136,67,242.0,242,242.0,0,2,0,16,0,242,242
1148,Sri,KTGD Prasad,24,12,6,129,31,146.0,146,146.0,0,0,1,9,3,146,146
1149,Sri,CP Senanayake,7,7,0,126,27,211.0,211,211.0,0,0,1,7,0,211,211
1150,Sri,CAK Rajitha,34,19,7,117,33,184.0,184,184.0,0,0,4,14,1,184,184
1151,Sri,JDF Vandersay,28,15,5,112,25,234.0,234,234.0,0,0,2,5,0,234,234
1152,Sri,ERNS Fernando,7,5,0,101,36,216.0,216,216.0,0,0,2,7,0,216,216
1153,Sri,PC de Silva,7,7,1,94,44,112.0,112,112.0,0,0,0,10,0,112,112
1154,Sri,DP Samaraweera,5,4,0,91,49,169.0,169,169.0,0,0,0,8,0,169,169
1155,Sri,SSD Arachchige,5,3,0,89,57,134.0,134,134.0,0,1,0,6,0,134,134
1156,Sri,PBB Rajapaksa,5,5,0,89,65,85.0,85,85.0,0,1,3,14,2,85,85
1157,Sri,PB Dassanayake,16,10,2,85,20,142.0,142,142.0,0,0,0,3,0,142,142
1158,Sri,VB John,45,19,10,84,15,152.0,152,152.0,0,0,3,7,0,152,152
1159,Sri,LHD Dilhara,9,9,0,83,29,107.0,107,107.0,0,0,1,8,4,107,107
1160,Sri,MH Tissera,3,3,0,78,52,147.0,147,147.0,0,1,0,10,0,147,147
1161,Sri,MNK Fernando,5,4,0,75,50,105.0,105,105.0,0,1,0,10,0,105,105
1162,Sri,KDK Vithanage,6,6,1,75,27,90.0,90,90.0,0,0,0,11,0,90,90
1163,Sri,DS Weerakkody,3,3,0,73,58,66.0,66,66.0,0,1,0,9,1,66,66
1164,Sri,Y Goonasekera,3,3,0,69,35,104.0,104,104.0,0,0,0,8,0,104,104
1165,Sri,PADLR Sandakan,31,19,7,64,16,140.0,140,140.0,0,0,4,4,0,140,140
1166,Sri,SD Anurasiri,45,18,12,62,11,143.0,143,143.0,0,0,2,1,0,143,143
1167,Sri,CBRLS Kumara,32,19,8,62,10,140.0,140,140.0,0,0,1,8,1,140,140
1168,Sri,C Wickramasinghe,4,3,0,58,22,100.0,100,100.0,0,0,0,4,1,100,100
1169,Sri,SK Ranasinghe,4,3,0,55,41,81.0,81,81.0,0,0,1,3,0,81,81
1170,Sri,RAP Nissanka,23,13,5,53,11,140.0,140,140.0,0,0,2,4,1,140,140
1171,Sri,AK Perera,6,4,0,52,31,83.0,83,83.0,0,0,0,3,0,83,83
1172,Sri,RTM Mendis,4,4,2,50,26,50.0,50,50.0,0,0,0,3,1,50,50
1173,Sri,D Ranatunga,4,4,0,49,25,156.0,156,156.0,0,0,1,2,0,156,156
1174,Sri,KEA Upashantha,12,8,1,49,15,86.0,86,86.0,0,0,0,3,1,86,86
1175,Sri,MG Vandort,1,1,0,48,48,117.0,117,117.0,0,0,0,3,0,117,117
1176,Sri,ER Fernando,3,3,0,47,22,66.0,66,66.0,0,0,0,7,0,66,66
1177,Sri,KHRK Fernando,7,5,3,43,23,72.0,72,72.0,0,0,0,4,1,72,72
1178,Sri,MADI Hemantha,5,4,2,39,22,39.0,39,39.0,0,0,1,3,1,39,39
1179,Sri,KSC de Silva,38,19,13,39,13,92.0,92,92.0,0,0,4,3,1,92,92
1180,Sri,CKB Kulasekara,4,3,0,38,19,72.0,72,72.0,0,0,1,0,0,72,72
1181,Sri,PW Gunaratne,23,8,3,36,15,63.0,63,63.0,0,0,2,5,0,63,63
1182,Sri,KR Pushpakumara,31,9,5,36,14,52.0,52,52.0,0,0,2,2,0,52,52
1183,Sri,D Madushanka,26,11,8,36,19,79.0,79,79.0,0,0,1,5,0,79,79
1184,Sri,SM Warnapura,3,3,0,35,30,76.0,76,76.0,0,0,1,5,0,76,76
1185,Sri,N Pradeep,49,25,17,35,7,83.0,83,83.0,0,0,4,3,1,83,83
1186,Sri,RMS Eranga,19,11,8,34,12,64.0,64,64.0,0,0,1,4,0,64,64
1187,Sri,PARP Perera,2,2,0,33,33,58.0,58,58.0,0,0,1,2,0,58,58
1188,Sri,LWS Kaluperuma,4,3,3,33,14,60.0,60,60.0,0,0,0,2,0,60,60
1189,Sri,MN Nawaz,3,3,1,31,15,71.0,71,71.0,0,0,0,1,0,71,71
1190,Sri,HM Goonatilleke,6,4,3,31,14,58.0,58,58.0,0,0,0,0,0,58,58
1191,Sri,MVT Fernando,8,8,6,30,7,61.0,61,61.0,0,0,1,3,0,61,61
1192,Sri,ARM Opatha,5,3,0,29,18,55.0,55,55.0,0,0,1,3,0,55,55
1193,Sri,TCB Fernando,17,10,6,29,14,59.0,59,59.0,0,0,1,0,0,59,59
1194,Sri,Pramod Madushan,9,6,1,28,15,83.0,83,83.0,0,0,0,3,0,83,83
1196,West,CH Gayle,298,291,17,10425,215,11960.0,11960,11960.0,25,53,24,1120,330,11960,11960
1197,West,BC Lara,295,285,32,10348,169,12996.0,12996,12996.0,19,62,14,1039,133,12996,12996
1198,West,S Chanderpaul,268,251,40,8778,150,12408.0,12408,12408.0,11,59,6,722,85,12408,12408
1199,West,DL Haynes,238,237,28,8648,152,13707.0,13707,13707.0,17,57,13,768,53,13707,13707
1200,West,IVA Richards,187,167,24,6721,189,7451.0,7451,7451.0,11,45,7,600,126,7451,7451
1201,West,RB Richardson,224,217,30,6248,122,9801.0,9801,9801.0,5,44,8,541,54,9801,9801
1202,West,RR Sarwan,181,169,33,5804,120,7663.0,7663,7663.0,5,38,8,480,58,7663,7663
1203,West,CL Hooper,227,206,43,5761,113,7517.0,7517,7517.0,7,29,7,409,65,7517,7517
1204,West,SD Hope,139,134,19,5672,170,7206.0,7206,7206.0,17,28,6,448,109,7206,7206
1205,West,MN Samuels,207,196,26,5606,133,7463.0,7463,7463.0,10,30,11,526,118,7463,7463
1206,West,CG Greenidge,128,127,13,5134,133,7908.0,7908,7908.0,11,31,3,470,81,7908,7908
1207,West,PV Simmons,143,138,11,3675,122,5407.0,5407,5407.0,5,18,14,376,44,5407,5407
1208,West,DM Bravo,122,117,14,3109,124,4434.0,4434,4434.0,4,18,9,252,75,4434,4434
1209,West,DJ Bravo,164,141,24,2968,112,3606.0,3606,3606.0,2,10,11,240,58,3606,3606
1210,West,WW Hinds,119,111,10,2880,127,4393.0,4393,4393.0,5,14,8,261,50,4393,4393
1211,West,AL Logie,158,133,36,2809,109,3801.0,3801,3801.0,1,14,13,209,9,3801,3801
1212,West,KA Pollard,123,113,9,2706,119,2866.0,2866,2866.0,3,13,15,171,135,2866,2866
1213,West,SL Campbell,90,87,0,2283,105,3853.0,3853,3853.0,2,14,9,207,7,3853,3853
1214,West,JO Holder,138,114,24,2237,99,2479.0,2479,2479.0,0,12,11,160,69,2479,2479
1215,West,JC Adams,127,105,28,2204,82,3614.0,3614,3614.0,0,14,7,148,3,3614,3614
1216,West,D Ramdin,139,110,22,2200,169,2738.0,2738,2738.0,2,8,4,165,31,2738,2738
1217,West,E Lewis,67,64,5,2175,176,2523.0,2523,2523.0,5,11,3,213,70,2523,2523
1218,West,RL Powell,109,100,16,2085,124,2157.0,2157,2157.0,1,8,8,185,75,2157,2157
1219,West,N Pooran,61,58,8,1983,118,2000.0,2000,2000.0,3,11,3,157,80,2000,2000
1220,West,CH Lloyd,87,69,19,1977,102,2434.0,2434,2434.0,1,11,1,160,30,2434,2434
1221,West,LMP Simmons,68,65,3,1958,122,2680.0,2680,2680.0,2,16,9,162,50,2680,2680
1222,West,PJL Dujon,169,120,36,1945,82,2881.0,2881,2881.0,0,6,8,139,7,2881,2881
1223,West,KLT Arthurton,105,93,20,1904,84,2822.0,2822,2822.0,0,9,12,132,19,2822,2822
1224,West,DJG Sammy,126,105,30,1871,89,1870.0,1870,1870.0,0,9,4,145,84,1870,1870
1225,West,RD Jacobs,147,112,32,1865,80,2662.0,2662,2662.0,0,9,11,118,27,2662,2662
1226,West,SC Williams,57,55,6,1586,105,2402.0,2402,2402.0,1,12,6,177,12,2402,2402
1227,West,DR Smith,105,89,5,1560,97,1683.0,1683,1683.0,0,8,14,142,64,1683,1683
1228,West,SO Hetmyer,57,52,3,1543,139,1464.0,1464,1464.0,5,4,3,117,56,1464,1464
1229,West,J Charles,58,58,0,1537,130,1803.0,1803,1803.0,2,7,9,172,44,1803,1803
1230,West,RS Morton,56,51,6,1519,110,2289.0,2289,2289.0,2,10,7,123,15,2289,2289
1231,West,BA King,52,52,2,1458,112,1744.0,1744,1744.0,3,8,5,177,29,1744,1744
1232,West,KU Carty,37,34,5,1432,170,1731.0,1731,1731.0,4,5,1,128,25,1731,1731
1233,West,HA Gomes,83,64,15,1415,101,2578.0,2578,2578.0,1,6,5,73,4,2578,2578
1234,West,DS Smith,47,45,2,1059,107,1506.0,1506,1506.0,1,5,4,110,9,1506,1506
1235,West,AD Russell,56,47,9,1034,92,794.0,794,794.0,0,4,6,94,57,794,794
1236,West,KOA Powell,46,44,0,1005,83,1278.0,1278,1278.0,0,9,4,115,15,1278,1278
1237,West,R Powell,51,48,3,979,101,1153.0,1153,1153.0,1,2,3,63,42,1153,1153
1238,West,MD Marshall,136,83,19,955,66,1246.0,1246,1246.0,0,2,5,63,14,1246,1246
1239,West,RL Chase,60,45,8,953,94,1253.0,1253,1253.0,0,5,5,72,6,1253,1253
1240,West,RA Harper,105,73,20,855,45,1162.0,1162,1162.0,0,0,5,53,18,1162,1162
1241,West,D Ganga,35,34,1,843,71,1414.0,1414,1414.0,0,9,5,69,7,1414,1414
1242,West,SSJ Brooks,29,29,1,842,101,1114.0,1114,1114.0,1,4,5,69,16,1114,1114
1243,West,AI Kallicharran,31,28,4,826,78,1329.0,1329,1329.0,0,6,0,67,3,1329,1329
1244,West,PA Wallace,33,33,0,701,103,1151.0,1151,1151.0,1,2,4,81,14,1151,1151
1245,West,N Deonarine,31,29,3,682,65,989.0,989,989.0,0,4,0,57,9,989,989
1246,West,JR Murray,55,36,6,678,86,929.0,929,929.0,0,5,4,63,6,929,929
1247,West,KR Mayers,28,26,0,660,120,775.0,775,775.0,2,2,3,75,21,775,775
1248,West,CEL Ambrose,176,96,36,639,31,985.0,985,985.0,0,0,13,39,10,985,985
1249,West,JN Mohammed,36,31,2,630,91,941.0,941,941.0,0,4,2,51,10,941,941
1250,West,SFAF Bacchus,29,26,3,612,80,928.0,928,928.0,0,3,2,52,1,928,928
1251,West,RIC Holder,37,31,6,599,65,876.0,876,876.0,0,2,4,35,3,876,876
1252,West,JL Carter,33,28,3,581,54,822.0,822,822.0,0,3,1,48,10,822,822
1253,West,SE Rutherford,13,11,3,567,113,517.0,517,517.0,1,6,0,49,27,517,517
1254,West,CR Brathwaite,44,37,3,559,101,614.0,614,614.0,1,1,2,38,24,614,614
1255,West,AR Nurse,54,40,14,502,44,513.0,513,513.0,0,0,2,44,12,513,513
1256,West,AS Joseph,81,46,16,489,49,638.0,638,638.0,0,0,5,37,22,638,638
1257,West,CS Baugh,47,35,11,482,49,719.0,719,719.0,0,0,2,37,7,719,719
1258,West,SW Ambris,16,15,2,473,148,494.0,494,494.0,1,2,0,54,3,494,494
1259,West,CA Best,24,23,4,473,100,690.0,690,690.0,1,2,2,39,4,690,690
1260,West,AC Cummins,63,41,11,459,44,551.0,551,551.0,0,0,3,31,5,551,551
1261,West,CO Browne,46,32,8,415,46,590.0,590,590.0,0,0,3,27,5,590,590
1262,West,IR Bishop,84,44,19,405,33,776.0,776,776.0,0,0,3,14,5,776,776
1263,West,R Shepherd,37,26,3,402,50,391.0,391,391.0,0,1,3,39,13,391,391
1264,West,AB Barath,14,14,1,394,113,612.0,612,612.0,1,1,2,43,3,612,612
1265,West,XM Marshall,24,24,3,375,157,545.0,545,545.0,1,0,5,38,13,545,545
1266,West,S Chattergoon,18,17,2,370,54,615.0,615,615.0,0,2,2,54,3,615,615
1267,West,CB Lambert,11,11,0,368,119,456.0,456,456.0,1,2,1,41,6,456,456
1268,West,SP Narine,65,45,12,363,36,441.0,441,441.0,0,0,8,36,12,441,441
1269,West,R Rampaul,92,40,11,362,86,472.0,472,472.0,0,1,3,33,13,472,472
1270,West,ADS Fletcher,25,25,0,354,54,549.0,549,549.0,0,2,3,42,7,549,549
1271,West,KA Edwards,16,16,2,331,123,494.0,494,494.0,1,0,3,23,7,494,494
1272,West,CA Walsh,205,79,33,321,30,451.0,451,451.0,0,0,11,23,9,451,451
1273,West,KMA Paul,30,22,7,320,46,330.0,330,330.0,0,0,2,26,12,330,330
1274,West,NAM McLean,45,34,8,314,50,383.0,383,383.0,0,1,7,26,7,383,383
1275,West,RC Fredericks,12,12,0,311,105,440.0,440,440.0,1,1,0,27,1,440,440
1276,West,KAJ Roach,95,60,36,308,34,594.0,594,594.0,0,0,9,24,6,594,594
1277,West,A Athanaze,13,13,0,306,66,368.0,368,368.0,0,2,0,37,6,368,368
1278,West,WKM Benjamin,85,52,12,298,31,406.0,406,406.0,0,0,10,18,6,406,406
1279,West,G Motie,28,17,6,296,63,280.0,280,280.0,0,2,1,30,13,280,280
1280,West,DL Murray,26,17,5,294,61,468.0,468,468.0,0,2,0,18,2,468,468
1281,West,RN Lewis,28,21,5,291,49,367.0,367,367.0,0,0,1,14,10,367,367
1282,West,IDR Bradshaw,62,34,11,287,37,480.0,480,480.0,0,0,6,18,4,480,480
1283,West,NO Miller,50,27,13,284,51,359.0,359,359.0,0,1,4,23,4,359,359
1284,West,MA Holding,102,42,11,282,64,377.0,377,377.0,0,2,9,22,5,377,377
1285,West,CL King,18,14,2,280,86,267.0,267,267.0,0,1,2,20,8,267,267
1286,West,KC Brathwaite,10,10,0,278,78,483.0,483,483.0,0,1,0,15,0,483,483
1287,West,JE Taylor,90,42,9,278,43,323.0,323,323.0,0,0,7,31,5,323,323
1288,West,AJ Hosein,38,28,9,266,60,364.0,364,364.0,0,1,3,14,10,364,364
1289,West,JD Campbell,6,5,0,248,179,214.0,214,214.0,1,0,0,25,8,214,214
1290,West,JP Greaves,13,12,2,246,50,246.0,246,246.0,0,1,0,28,4,246,246
1291,West,J Garner,98,41,15,239,37,360.0,360,360.0,0,0,5,6,4,360,360
1292,West,DC Thomas,21,19,2,238,37,364.0,364,364.0,0,0,3,19,2,364,364
1293,West,AME Roberts,56,32,9,231,37,357.0,357,357.0,0,0,3,12,3,357,357
1294,West,TM Dowlin,11,11,2,228,100,348.0,348,348.0,1,1,2,20,1,348,348
1295,West,M Dillon,108,51,20,227,21,411.0,411,411.0,0,0,9,11,3,411,411
1296,West,FA Rose,27,23,5,217,30,265.0,265,265.0,0,0,2,15,6,265,265
1297,West,NO Perry,21,16,8,212,52,340.0,340,340.0,0,1,2,12,0,340,340
1298,West,FA Allen,20,16,3,200,51,203.0,203,203.0,0,1,2,18,8,203,203
1299,West,OF Smith,9,8,1,199,46,119.0,119,119.0,0,0,0,14,15,119,119
1300,West,EAE Baptiste,43,16,4,184,31,241.0,241,241.0,0,0,0,9,0,241,241
1301,West,SJ Benn,47,30,7,182,31,240.0,240,240.0,0,0,5,19,3,240,240
1302,West,DM Richards,8,7,0,179,59,251.0,251,251.0,0,2,0,21,3,251,251
1303,West,MW Forde,13,10,2,172,58,138.0,138,138.0,0,1,1,10,14,138,138
1304,West,RS Gabriel,11,11,0,167,41,360.0,360,360.0,0,0,2,16,3,360,360
1305,West,RB Kanhai,7,5,2,164,55,273.0,273,273.0,0,2,0,19,1,273,273
1306,West,D Bishoo,42,25,10,164,29,263.0,263,263.0,0,0,8,17,1,263,263
1307,West,MV Nagamootoo,24,18,6,162,33,270.0,270,270.0,0,0,1,17,1,270,270
1308,West,SC Joseph,13,11,1,161,58,302.0,302,302.0,0,1,2,11,2,302,302
1309,West,AA Jangoo,5,5,1,153,104,166.0,166,166.0,1,0,1,6,5,166,166
1310,West,HR Walsh,24,13,3,149,46,219.0,219,219.0,0,0,0,15,1,219,219
1311,West,D Williams,36,23,7,147,32,242.0,242,242.0,0,0,4,11,0,242,242
1312,West,SE Findlay,9,8,1,146,59,194.0,194,194.0,0,1,0,14,5,194,194
1313,West,OD Gibson,15,11,1,141,52,138.0,138,138.0,0,1,1,10,3,138,138
1314,West,DE Bernard,20,12,2,141,38,219.0,219,219.0,0,0,1,10,0,219,219
1315,West,KA Hope,7,6,0,138,46,192.0,192,192.0,0,0,0,20,0,192,192
1316,West,LG Rowe,11,8,0,136,60,244.0,244,244.0,0,1,0,11,0,244,244
1317,West,PA Browne,5,5,1,134,49,179.0,179,179.0,0,0,0,7,6,179,179
1318,West,TRO Payne,7,4,0,126,60,240.0,240,240.0,0,1,0,11,0,240,240
1319,West,LR Williams,15,13,2,124,41,186.0,186,186.0,0,0,2,10,0,186,186
1320,West,BA Parchment,7,7,0,122,48,217.0,217,217.0,0,0,0,16,1,217,217
1321,West,DBL Powell,55,25,3,118,48,164.0,164,164.0,0,0,8,4,5,164,164
1322,West,FL Reifer,8,8,0,117,40,229.0,229,229.0,0,0,0,10,2,229,229
1323,West,DP Hyatt,9,9,1,112,39,188.0,188,188.0,0,0,1,8,6,188,188
1324,West,BP Nash,9,7,3,104,39,141.0,141,141.0,0,0,0,11,1,141,141
1325,West,CD Collymore,84,35,17,104,13,261.0,261,261.0,0,0,8,5,2,261,261
1326,West,RO Hinds,14,9,3,101,18,170.0,170,170.0,0,0,0,11,0,170,170
1327,West,LV Garrick,3,3,0,99,76,204.0,204,204.0,0,1,0,8,0,204,204
1328,West,AFG Griffith,9,8,1,99,47,177.0,177,177.0,0,0,0,5,1,177,177
1329,West,LR Johnson,6,6,0,98,51,175.0,175,175.0,0,1,1,10,2,175,175
1330,West,VC Drakes,34,17,5,94,25,174.0,174,174.0,0,0,2,6,0,174,174
1331,West,Y Cariah,14,7,1,93,52,166.0,166,166.0,0,1,0,6,1,166,166
1332,West,SS Cottrell,38,19,11,88,17,130.0,130,130.0,0,0,2,6,4,130,130
1333,West,EH Mattis,2,2,0,86,62,190.0,190,190.0,0,1,0,6,0,190,190
1334,West,BD Julien,12,8,2,86,26,148.0,148,148.0,0,0,1,6,0,148,148
1335,West,NE Bonner,6,6,1,85,31,135.0,135,135.0,0,0,2,6,0,135,135
1336,West,OAC Banks,5,5,0,83,33,149.0,149,149.0,0,0,0,3,2,149,149
1337,West,C Hemraj,6,6,0,82,32,98.0,98,98.0,0,0,0,13,2,98,98
1338,West,TL Best,26,16,8,76,24,125.0,125,125.0,0,0,1,7,0,125,125
1339,West,FH Edwards,50,22,14,73,13,160.0,160,160.0,0,0,2,5,0,160,160
1340,West,KCG Benjamin,26,13,7,65,17,80.0,80,80.0,0,0,1,3,0,80,80
1341,West,RD King,50,23,14,65,12,203.0,203,203.0,0,0,5,1,0,203,203
1342,West,VA Holder,12,6,1,64,30,85.0,85,85.0,0,0,1,4,2,85,85
1343,West,KF Semple,7,6,0,64,23,165.0,165,165.0,0,0,0,3,1,165,165
1344,West,CE Cuffy,41,22,8,62,17,125.0,125,125.0,0,0,5,3,1,125,125
1345,West,DR Parry,6,5,1,61,32,77.0,77,77.0,0,0,0,3,0,77,77
1347,Afghanistan,Rahmat Shah,123,118,5,3975,114,5579.0,5579,5579.0,5,31,5,344,40,5579,5579
1348,Afghanistan,Mohammad Nabi,173,151,16,3667,136,4196.0,4196,4196.0,2,17,6,241,113,4196,4196
1349,Afghanistan,Mohammad Shahzad,84,84,3,2727,131,3082.0,3082,3082.0,6,14,4,323,55,3082,3082
1350,Afghanistan,Hashmatullah Shahidi,90,88,15,2435,97,3614.0,3614,3614.0,0,22,6,209,13,3614,3614
1351,Afghanistan,Asghar Afghan,114,108,10,2424,101,3630.0,3630,3630.0,1,12,7,163,65,3630,3630
1352,Afghanistan,Najibullah Zadran,92,84,13,2060,104,2312.0,2312,2312.0,1,15,4,178,68,2312,2312
1353,Afghanistan,Samiullah Shinwari,84,74,12,1811,96,2765.0,2765,2765.0,0,11,1,137,26,2765,2765
1354,Afghanistan,Rahmanullah Gurbaz,49,49,1,1785,151,2033.0,2033,2033.0,8,6,3,160,67,2033,2033
1355,Afghanistan,Ibrahim Zadran,36,36,3,1656,177,1993.0,1993,1993.0,6,7,2,164,27,1993,1993
1356,Afghanistan,Rashid Khan,114,87,16,1384,60,1320.0,1320,1320.0,0,5,8,120,49,1320,1320
1357,Afghanistan,Gulbadin Naib,89,78,11,1332,82,1767.0,1767,1767.0,0,5,7,115,33,1767,1767
1358,Afghanistan,Noor Ali Zadran,51,50,1,1216,114,1923.0,1923,1923.0,1,7,4,132,4,1923,1923
1359,Afghanistan,Nawroz Mangal,49,48,6,1139,129,1512.0,1512,1512.0,2,4,4,99,27,1512,1512
1360,Afghanistan,Javed Ahmadi,47,44,0,1049,81,1380.0,1380,1380.0,0,7,2,123,16,1380,1380
1361,Afghanistan,Azmatullah Omarzai,39,31,9,1033,149,1054.0,1054,1054.0,1,8,2,69,45,1054,1054
1362,Afghanistan,Dawlat Zadran,82,56,27,513,47,664.0,664,664.0,0,0,7,40,21,664,664
1363,Afghanistan,Karim Sadiq,24,22,2,475,114,587.0,587,587.0,2,0,3,49,15,587,587
1364,Afghanistan,Usman Ghani,17,17,0,435,118,578.0,578,578.0,1,2,3,39,10,578,578
1365,Afghanistan,Shafiqullah,24,21,2,430,56,408.0,408,408.0,0,2,4,27,24,408,408
1366,Afghanistan,Mirwais Ashraf,46,38,11,387,52,543.0,543,543.0,0,1,3,22,16,543,543
1367,Afghanistan,Ikram Alikhil,31,22,5,384,86,567.0,567,567.0,0,3,0,30,5,567,567
1368,Afghanistan,Hazratullah Zazai,16,16,0,361,67,409.0,409,409.0,0,2,1,38,17,409,409
1369,Afghanistan,Nasir Jamal,16,14,1,352,53,537.0,537,537.0,0,3,1,25,1,537,537
1370,Afghanistan,Sediqullah Atal,9,8,0,335,104,408.0,408,408.0,1,2,0,29,9,408,408
1371,Afghanistan,Ihsanullah,16,16,2,307,57,440.0,440,440.0,0,3,2,38,6,440,440
1372,Afghanistan,Afsar Zazai,17,16,1,264,60,488.0,488,488.0,0,2,3,15,0,488,488
1373,Afghanistan,Mujeeb Ur Rahman,75,40,14,236,64,262.0,262,262.0,0,1,12,25,9,262,262
1374,Afghanistan,Shabir Noori,10,10,0,191,94,300.0,300,300.0,0,1,2,21,3,300,300
1375,Afghanistan,Riaz Hassan,7,6,0,165,50,272.0,272,272.0,0,1,0,15,3,272,272
1376,Afghanistan,Abdul Malik,4,3,0,122,84,186.0,186,186.0,0,1,0,16,1,186,186
1377,Afghanistan,Hamid Hassan,38,22,6,107,17,195.0,195,195.0,0,0,4,10,3,195,195
1378,Afghanistan,Raees Ahmadzai,5,4,1,88,39,137.0,137,137.0,0,0,0,8,0,137,137
1379,Afghanistan,Aftab Alam,27,17,10,80,16,107.0,107,107.0,0,0,3,9,3,107,107
1380,Afghanistan,Sharafuddin Ashraf,20,12,4,70,21,109.0,109,109.0,0,0,2,3,2,109,109
1381,Afghanistan,Shapoor Zadran,44,27,17,67,17,160.0,160,160.0,0,0,4,5,3,160,160
1382,Afghanistan,Noor Ahmad,13,6,1,46,26,64.0,64,64.0,0,0,1,5,0,64,64
1383,Afghanistan,Fareed Ahmad,19,8,4,46,17,87.0,87,87.0,0,0,1,2,1,87,87
1384,Afghanistan,Nangeyalia Kharote,7,4,1,41,27,51.0,51,51.0,0,0,1,3,1,51,51
1385,Afghanistan,Khaliq Dad,6,4,1,40,20,69.0,69,69.0,0,0,1,1,0,69,69
1386,Afghanistan,Shahidullah,3,3,0,39,37,71.0,71,71.0,0,0,0,2,0,71,71
1387,Afghanistan,AM Ghazanfar,11,4,1,37,31,35.0,35,35.0,0,0,1,2,3,35,35
1388,Afghanistan,Naveen-ul-Haq,15,10,5,37,10,54.0,54,54.0,0,0,2,5,0,54,54
1389,Afghanistan,Karim Janat,3,3,0,32,22,47.0,47,47.0,0,0,0,1,2,47,47
1390,Afghanistan,Sayed Shirzad,2,1,0,25,25,17.0,17,17.0,0,0,0,2,2,17,17
1391,Afghanistan,Hasti Gul,2,1,1,23,23,11.0,11,11.0,0,0,0,2,1,11,11
1392,Afghanistan,Amir Hamza,31,16,9,23,7,94.0,94,94.0,0,0,1,0,1,94,94
1393,Afghanistan,Fazalhaq Farooqi,42,21,15,21,6,67.0,67,67.0,0,0,4,2,0,67,67
