,Country,Player,Matches,Innings,Not_Out,Runs,Highest_score,Average,Ball_Faced,Strike_Rate,Hundreds,Fiftys,Zeros,Fours,Sixes,To,From
545,England,MH Denness,12,11,2,264,66,417.0,417,417.0,0,1,1,17,2,417,417
546,England,JL Smith,13,12,0,258,64,228.0,228,228.0,0,1,2,31,8,228,228
547,England,CT Radley,4,4,1,250,117,367.0,367,367.0,1,1,0,25,0,367,367
548,England,AR Caddick,54,38,18,249,36,395.0,395,395.0,0,0,6,19,3,395,395
549,England,AD Mascarenhas,20,13,2,245,52,257.0,257,257.0,0,1,2,12,13,257,257
550,England,SM Davies,8,8,0,244,87,231.0,231,231.0,0,1,1,36,0,231,231
551,England,PR Downton,28,20,5,242,44,358.0,358,358.0,0,0,2,13,0,358,358
552,England,JP Crawley,13,12,1,235,73,408.0,408,408.0,0,2,2,14,1,408,408
553,England,P Mustard,10,10,0,233,83,252.0,252,252.0,0,1,0,28,5,252,252
554,England,JH Edrich,7,6,0,223,90,325.0,325,325.0,0,2,0,13,1,325,325
555,England,BA Carse,24,16,5,215,32,273.0,273,273.0,0,0,0,14,5,273,273
556,England,DL Bairstow,21,20,6,206,23,390.0,390,390.0,0,0,1,12,1,390,390
557,England,APE Knott,20,14,4,200,50,247.0,247,247.0,0,1,2,17,1,247,247
558,England,Z Crawley,8,8,1,199,58,205.0,205,205.0,0,2,3,23,2,205,205
559,England,CJ Jordan,35,24,9,184,38,211.0,211,211.0,0,0,3,12,5,211,211
560,England,DG Cork,32,21,3,180,31,271.0,271,271.0,0,0,4,13,1,271,271
561,England,MD Moxon,8,8,0,174,70,325.0,325,325.0,0,1,1,12,0,325,325
562,England,GRJ Roope,8,8,0,173,44,342.0,342,342.0,0,0,1,7,2,342,342
563,England,T Banton,7,6,0,172,58,186.0,186,186.0,0,1,0,21,4,186,186
564,England,MA Wood,70,29,16,168,43,167.0,167,167.0,0,0,5,16,5,167,167
565,England,JE Morris,8,8,1,167,63,225.0,225,225.0,0,1,0,18,0,225,225
566,England,A McGrath,14,12,2,166,52,353.0,353,353.0,0,1,1,11,0,353,353
567,England,MJ Lumb,3,3,0,165,106,203.0,203,203.0,1,0,0,12,3,203,203
568,England,JC Tredwell,45,25,11,163,30,242.0,242,242.0,0,0,3,9,4,242,242
569,England,JC Archer,31,18,9,162,38,150.0,150,150.0,0,0,2,18,5,150,150
570,England,MP Maynard,14,12,1,156,41,225.0,225,225.0,0,0,1,10,1,225,225
571,England,IJ Gould,18,14,2,155,42,243.0,243,243.0,0,0,2,5,0,243,243
572,England,CJ Richards,22,16,3,154,50,264.0,264,264.0,0,1,3,7,0,264,264
573,England,MW Alleyne,10,8,1,151,53,255.0,255,255.0,0,1,0,8,1,255,255
574,England,NA Foster,48,25,12,150,24,244.0,244,244.0,0,0,3,9,0,244,244
575,England,GD Barlow,6,6,1,149,80,255.0,255,255.0,0,1,2,18,0,255,255
576,England,R Clarke,20,13,0,144,39,232.0,232,232.0,0,0,2,12,1,232,232
577,England,MB Loye,7,7,0,142,45,184.0,184,184.0,0,0,1,19,5,184,184
578,England,VJ Wells,9,7,0,141,39,253.0,253,253.0,0,0,0,8,2,253,253
579,England,ARC Fraser,42,20,9,141,38,208.0,208,208.0,0,0,1,15,2,208,208
580,England,MV Fleming,11,10,1,139,33,137.0,137,137.0,0,0,1,11,3,137,137
581,England,RJ Bailey,4,4,2,137,43,196.0,196,196.0,0,0,0,6,2,196,196
582,England,G Miller,25,18,2,136,46,265.0,265,265.0,0,0,3,12,0,265,265
583,England,ST Finn,69,30,13,136,35,223.0,223,223.0,0,0,7,11,3,223,223
584,England,RJ Sidebottom,25,18,8,133,24,194.0,194,194.0,0,0,2,11,0,194,194
585,England,RW Taylor,27,17,7,130,26,312.0,312,312.0,0,0,2,7,0,312,312
586,England,FC Hayes,6,6,1,128,52,235.0,235,235.0,0,1,0,18,2,235,235
587,England,TE Jesty,10,10,4,127,52,182.0,182,182.0,0,1,2,10,2,182,182
588,England,JN Snape,10,7,3,118,38,173.0,173,173.0,0,0,0,6,0,173,173
589,England,L Gregory,3,2,0,117,77,116.0,116,116.0,0,1,0,10,3,116,116
590,England,PH Edmonds,29,18,7,116,20,232.0,232,232.0,0,0,3,7,0,232,232
591,England,MA Carberry,6,6,0,114,63,180.0,180,180.0,0,1,0,14,0,180,180
592,England,GR Dilley,36,18,8,114,31,133.0,133,133.0,0,0,2,11,0,133,133
593,England,DL Maddy,8,6,0,113,53,206.0,206,206.0,0,1,1,10,0,206,206
594,England,CL Smith,4,4,0,109,70,240.0,240,240.0,0,1,0,19,1,240,240
596,New,LRPL Taylor,236,220,39,8607,181,10330.0,10330,10330.0,21,51,9,713,147,10330,10330
597,New,SP Fleming,279,268,21,8007,134,11214.0,11214,11214.0,8,49,17,822,63,11214,11214
598,New,MJ Guptill,198,195,19,7346,237,8415.0,8415,8415.0,18,39,16,750,187,8415,8415
599,New,KS Williamson,173,165,18,7235,148,8853.0,8853,8853.0,15,47,5,664,60,8853,8853
600,New,NJ Astle,223,217,14,7090,145,9760.0,9760,9760.0,16,41,19,720,86,9760,9760
601,New,BB McCullum,260,228,28,6083,166,6312.0,6312,6312.0,5,32,20,577,200,6312,6312
602,New,CL Cairns,214,192,25,4881,115,5827.0,5827,5827.0,4,25,9,339,151,5827,5827
603,New,CD McMillan,197,183,16,4707,117,6198.0,6198,6198.0,3,28,9,373,84,6198,6198
604,New,MD Crowe,143,140,18,4704,107,6476.0,6476,6476.0,4,34,3,378,29,6476,6476
605,New,SB Styris,188,161,23,4483,141,5645.0,5645,5645.0,4,28,9,353,68,5645,5645
606,New,CZ Harris,250,213,62,4379,130,6583.0,6583,6583.0,1,16,12,275,43,6583,6583
607,New,TWM Latham,157,144,18,4361,145,5090.0,5090,5090.0,8,26,14,364,60,5090,5090
608,New,JG Wright,149,148,1,3891,101,6804.0,6804,6804.0,1,24,9,370,15,6804,6804
609,New,AC Parore,179,161,32,3314,108,4867.0,4867,4867.0,1,14,19,169,36,4867,4867
610,New,KR Rutherford,121,115,9,3143,108,4888.0,4888,4888.0,2,18,6,223,17,4888,4888
611,New,AH Jones,87,87,9,2784,93,4811.0,4811,4811.0,0,25,4,199,8,4811,4811
612,New,RG Twose,87,81,11,2717,103,3603.0,3603,3603.0,1,20,5,240,33,3603,3603
613,New,JDP Oram,160,116,15,2434,101,2810.0,2810,2810.0,1,13,8,182,81,2810,2810
614,New,L Vincent,102,99,10,2413,172,3453.0,3453,3453.0,3,11,8,222,37,3453,3453
615,New,MJ Greatbatch,84,83,5,2206,111,3099.0,3099,3099.0,2,13,7,177,38,3099,3099
616,New,DL Vettori,291,183,55,2201,83,2657.0,2657,2657.0,0,4,22,173,15,2657,2657
617,New,HM Nicholls,81,79,16,2180,124,2713.0,2713,2713.0,1,15,6,198,19,2713,2713
618,New,DJ Mitchell,52,47,5,2041,134,2155.0,2155,2155.0,6,9,0,156,56,2155,2155
619,New,GD Elliott,83,69,11,1976,115,2416.0,2416,2416.0,2,11,6,151,28,2416,2416
620,New,JV Coney,88,80,19,1874,66,2885.0,2885,2885.0,0,8,1,128,12,2885,2885
621,New,BA Edgar,64,64,5,1814,102,3685.0,3685,3685.0,1,10,3,126,3,3685,3685
622,New,Sir RJ Hadlee,115,98,17,1751,79,2319.0,2319,2319.0,0,4,4,123,25,2319,2319
623,New,WA Young,46,46,5,1674,120,1934.0,1934,1934.0,4,10,5,189,27,1934,1934
624,New,BA Young,74,73,5,1668,74,2733.0,2733,2733.0,0,9,5,164,2,2733,2733
625,New,GM Turner,41,40,6,1598,171,2348.0,2348,2348.0,3,9,1,156,7,2348,2348
626,New,JJ Crowe,75,71,12,1518,88,2456.0,2456,2456.0,0,7,6,110,12,2456,2456
627,New,JDS Neesham,76,65,12,1495,97,1496.0,1496,1496.0,0,7,3,128,38,1496,1496
628,New,HJH Marshall,66,62,9,1454,101,1990.0,1990,1990.0,1,12,3,98,8,1990,1990
629,New,MJ Santner,118,86,31,1438,67,1584.0,1584,1584.0,0,3,3,105,41,1584,1584
630,New,DP Conway,36,35,3,1431,152,1631.0,1631,1631.0,5,4,2,176,17,1631,1631
631,New,GP Howarth,70,65,5,1384,76,2301.0,2301,2301.0,0,6,1,116,3,2301,2301
632,New,JD Ryder,48,42,1,1362,107,1429.0,1429,1429.0,3,6,5,152,38,1429,1429
633,New,PG Fulton,49,46,5,1334,112,1833.0,1833,1833.0,1,8,2,111,20,1833,1833
634,New,L Ronchi,81,66,9,1321,170,1183.0,1183,1183.0,1,3,7,143,37,1183,1183
635,New,MS Sinclair,54,50,4,1304,118,2086.0,2086,2086.0,2,8,8,112,5,2086,2086
636,New,C Munro,57,53,2,1271,87,1214.0,1214,1214.0,0,8,7,138,36,1214,1214
637,New,JEC Franklin,110,80,27,1270,98,1651.0,1651,1651.0,0,4,5,97,17,1651,1651
638,New,R Ravindra,33,29,1,1233,123,1129.0,1129,1129.0,5,4,2,132,28,1129,1129
639,New,GD Phillips,44,36,8,1112,106,1091.0,1091,1091.0,1,5,1,80,47,1091,1091
640,New,CJ Anderson,49,45,5,1109,131,1020.0,1020,1020.0,1,4,4,86,55,1020,1020
641,New,NL McCullum,84,62,11,1070,65,1220.0,1220,1220.0,0,4,3,69,33,1220,1220
642,New,IDS Smith,98,77,16,1055,62,1061.0,1061,1061.0,0,3,7,93,10,1061,1061
643,New,KD Mills,170,101,34,1047,54,1282.0,1282,1282.0,0,2,8,76,38,1282,1282
644,New,JM How,41,37,1,1046,139,1572.0,1572,1572.0,1,7,3,117,7,1572,1572
645,New,BL Cairns,78,65,6,987,60,941.0,941,941.0,0,2,6,70,41,941,941
646,New,MJ Horne,50,48,0,980,74,1515.0,1515,1515.0,0,5,3,99,5,1515,1515
647,New,SA Thomson,56,52,10,964,83,1427.0,1427,1427.0,0,5,2,63,8,1427,1427
648,New,NT Broom,39,39,4,943,109,1161.0,1161,1161.0,1,5,7,78,12,1161,1161
649,New,CM Spearman,51,50,0,936,86,1202.0,1202,1202.0,0,5,6,123,9,1202,1202
650,New,MG Bracewell,34,29,9,757,140,656.0,656,656.0,2,2,1,59,38,656,656
651,New,C de Grandhomme,45,35,7,742,74,699.0,699,699.0,0,4,2,58,29,699,699
652,New,TG Southee,161,96,35,740,55,771.0,771,771.0,0,1,13,59,26,771,771
653,New,CJ Nevin,37,36,0,732,74,1000.0,1000,1000.0,0,4,4,82,3,1000,1000
654,New,MS Chapman,28,24,3,717,132,660.0,660,660.0,2,3,1,67,27,660,660
655,New,JF Reid,25,24,1,633,88,1084.0,1084,1084.0,0,4,0,29,2,1084,1084
656,New,GR Larsen,121,70,27,629,37,970.0,970,970.0,0,0,6,29,9,970,970
657,New,DJ Nash,81,53,13,624,42,940.0,940,940.0,0,0,3,28,5,940,940
658,New,DN Patel,75,63,10,623,71,868.0,868,868.0,0,1,6,37,7,868,868
659,New,RJ Nicol,22,21,2,586,146,776.0,776,776.0,2,2,2,53,13,776,776
660,New,RT Latham,33,33,4,583,60,1008.0,1008,1008.0,0,1,3,50,1,1008,1008
661,New,FH Allen,22,21,0,582,96,624.0,624,624.0,0,5,3,78,14,624,624
662,New,BJ Watling,28,25,2,573,96,838.0,838,838.0,0,5,3,58,3,838,838
663,New,MC Snedden,93,54,19,535,64,843.0,843,843.0,0,1,4,32,1,843,843
664,New,LK Germon,37,31,5,519,89,787.0,787,787.0,0,3,2,28,1,787,787
665,New,JG Bracewell,53,43,12,512,43,717.0,717,717.0,0,0,6,36,3,717,717
666,New,TE Blain,38,38,11,442,49,662.0,662,662.0,0,0,6,27,4,662,662
667,New,AR Adams,42,34,10,419,45,417.0,417,417.0,0,0,1,31,18,417,417
668,New,DG Brownlie,16,15,1,361,63,486.0,486,486.0,0,1,0,46,1,486,486
669,New,BE Congdon,11,9,3,338,101,472.0,472,472.0,1,2,0,29,2,472,472
670,New,MG Burgess,26,20,0,336,47,515.0,515,515.0,0,0,1,19,2,515,515
671,New,BR Hartland,16,16,1,311,68,623.0,623,623.0,0,2,1,28,0,623,623
672,New,DR Tuffey,94,52,21,295,36,372.0,372,372.0,0,0,7,23,7,372,372
673,New,SE Bond,82,40,22,292,31,384.0,384,384.0,0,0,2,19,9,384,384
674,New,LG Howell,12,12,0,287,68,388.0,388,388.0,0,4,1,31,4,388,388
675,New,GH Worker,10,10,2,272,58,379.0,379,379.0,0,3,0,23,3,379,379
676,New,MJ Henry,91,38,12,270,48,290.0,290,290.0,0,0,7,22,11,290,290
677,New,TA Blundell,12,12,3,266,68,307.0,307,307.0,0,2,0,28,2,307,307
678,New,KJ Wadsworth,13,10,1,258,104,334.0,334,334.0,1,0,1,28,3,334,334
679,New,JFM Morrison,18,15,3,252,55,472.0,472,472.0,0,1,0,22,1,472,472
680,New,JAH Marshall,10,10,0,250,161,313.0,313,313.0,1,1,2,19,4,313,313
681,New,RH Vance,8,8,0,248,96,481.0,481,481.0,0,1,0,10,3,481,481
682,New,RB Reid,9,9,0,248,64,448.0,448,448.0,0,2,0,25,1,448,448
683,New,JM Parker,24,20,0,248,66,403.0,403,403.0,0,1,1,17,0,403,403
684,New,GJ Hopkins,25,17,1,236,45,311.0,311,311.0,0,0,3,19,2,311,311
685,New,DR Flynn,20,17,2,228,35,360.0,360,360.0,0,0,3,23,2,360,360
686,New,DAJ Bracewell,21,14,2,221,57,274.0,274,274.0,0,1,1,14,7,274,274
687,New,TA Boult,114,52,28,216,21,279.0,279,279.0,0,0,2,20,7,279,279
688,New,WK Lees,31,24,5,215,26,307.0,307,307.0,0,0,1,11,4,307,307
689,New,IS Sodhi,54,26,4,210,35,289.0,289,289.0,0,0,6,8,10,289,289
690,New,MHW Papps,6,6,2,207,92,342.0,342,342.0,0,2,0,24,0,342,342
691,New,PE McEwan,17,15,0,204,41,346.0,346,346.0,0,0,0,11,0,346,346
692,New,AP Devcich,12,11,0,195,58,253.0,253,253.0,0,1,2,25,0,253,253
693,New,PJ Ingram,8,7,0,193,69,238.0,238,238.0,0,1,0,30,0,238,238
694,New,C Pringle,64,41,19,193,34,256.0,256,256.0,0,0,3,8,5,256,256
695,New,AF Milne,50,22,8,180,36,205.0,205,205.0,0,0,3,11,4,205,205
696,New,BR Blair,14,14,2,174,29,253.0,253,253.0,0,0,2,12,1,253,253
697,New,SB Doull,42,27,13,172,22,188.0,188,188.0,0,0,2,12,5,188,188
698,New,DK Morrison,96,43,24,171,20,400.0,400,400.0,0,0,7,8,2,400,400
699,New,RA Jones,5,5,0,168,63,329.0,329,329.0,0,1,0,14,2,329,329
700,New,MJ Hay,7,5,1,166,99,159.0,159,159.0,0,1,1,11,8,159,159
701,New,JTC Vaughan,18,16,7,162,33,261.0,261,261.0,0,0,0,7,0,261,261
702,New,CD Cumming,13,13,1,161,45,301.0,301,301.0,0,0,3,20,0,301,301
703,New,AM Ellis,15,12,1,154,33,184.0,184,184.0,0,0,1,10,2,184,184
704,New,AJ Redmond,6,6,0,152,52,259.0,259,259.0,0,1,0,19,0,259,259
705,New,BF Hastings,11,9,1,151,37,271.0,271,271.0,0,0,1,14,0,271,271
706,New,CM Kuggeleijn,16,11,2,142,40,223.0,223,223.0,0,0,1,7,1,223,223
707,New,GN Edwards,6,6,0,138,41,191.0,191,191.0,0,0,1,12,1,191,191
708,New,MD Bell,7,7,0,133,66,268.0,268,268.0,0,1,0,10,0,268,268
709,New,CE McConchie,6,5,2,126,64,127.0,127,127.0,0,1,0,11,3,127,127
710,New,LH Ferguson,65,30,13,122,19,236.0,236,236.0,0,0,4,6,3,236,236
711,New,EJ Chatfield,114,48,37,118,19,346.0,346,346.0,0,0,6,6,0,346,346
712,New,MJ McClenaghan,48,14,10,108,34,138.0,138,138.0,0,0,0,10,3,138,138
713,New,Muhammad Abbas,3,3,0,104,52,103.0,103,103.0,0,1,0,6,4,103,103
714,New,JW Wilson,6,6,1,103,44,112.0,112,112.0,0,0,1,7,1,112,112
715,New,MW Priest,18,14,4,103,24,225.0,225,225.0,0,0,2,1,0,225,225
716,New,GB Troup,22,12,8,101,39,140.0,140,140.0,0,0,0,7,2,140,140
717,New,CJ Bowes,6,6,0,99,51,119.0,119,119.0,0,1,0,15,0,119,119
718,New,EJ Gray,10,7,1,98,38,230.0,230,230.0,0,0,0,6,0,230,230
719,New,JS Patel,43,15,8,95,34,162.0,162,162.0,0,0,1,5,2,162,162
720,New,MR Gillespie,32,14,8,93,28,118.0,118,118.0,0,0,1,8,1,118,118
721,New,KA Jamieson,17,7,3,92,25,106.0,106,106.0,0,0,0,6,3,106,106
722,New,W Watson,61,24,13,86,21,180.0,180,180.0,0,0,3,6,2,180,180
723,New,IG Butler,26,13,5,84,25,154.0,154,154.0,0,0,2,6,2,154,154
724,New,TD Astle,9,5,2,79,49,77.0,77,77.0,0,0,0,5,2,77,77
725,New,RA Mariu,2,2,0,76,58,86.0,86,86.0,0,1,0,9,2,86,86
726,New,EB McSweeney,16,14,5,73,18,119.0,119,119.0,0,0,2,3,2,119,119
727,New,SR Gillespie,19,11,5,70,18,106.0,106,106.0,0,0,1,4,1,106,106
728,New,V Pollard,3,2,0,67,55,145.0,145,145.0,0,1,0,9,1,145,145
729,New,RG Petrie,12,8,3,65,21,109.0,109,109.0,0,0,1,2,0,109,109
730,New,PD McGlashan,4,2,1,63,56,51.0,51,51.0,0,1,0,6,1,51,51
731,New,PG Coman,3,3,0,62,38,104.0,104,104.0,0,0,1,3,2,104,104
732,New,MN Hart,13,8,0,61,16,101.0,101,101.0,0,0,1,3,1,101,101
733,New,GE Bradburn,11,10,3,60,30,130.0,130,130.0,0,0,1,1,0,130,130
734,New,TL Seifert,4,3,0,59,26,56.0,56,56.0,0,0,0,3,2,56,56
735,New,BM Wheeler,6,4,4,58,39,47.0,47,47.0,0,0,0,4,3,47,47
736,New,MW Douglas,6,6,0,55,30,123.0,123,123.0,0,0,1,2,1,123,123
737,New,BJ McKechnie,14,8,4,54,27,145.0,145,145.0,0,0,1,4,0,145,145
738,New,TK Canning,4,4,1,52,23,73.0,73,73.0,0,0,1,1,2,73,73
739,New,PA Horne,4,4,0,50,18,122.0,122,122.0,0,0,1,3,0,122,122
740,New,NF Kelly,3,3,0,49,31,61.0,61,61.0,0,0,0,7,2,61,61
741,New,GK Robertson,10,6,0,49,17,48.0,48,48.0,0,0,1,1,0,48,48
742,New,TB Robinson,3,3,0,48,35,47.0,47,47.0,0,0,0,7,0,47,47
743,New,BGK Walker,11,7,4,47,16,79.0,79,79.0,0,0,0,3,0,79,79
744,New,PJ Wiseman,15,7,5,45,16,83.0,83,83.0,0,0,0,3,1,83,83
745,New,VR Brown,3,3,0,44,32,85.0,85,85.0,0,0,0,3,0,85,85
747,Pakistan,Inzamam-ul-Haq,375,348,52,11701,137,15769.0,15769,15769.0,10,83,20,970,143,15769,15769
748,Pakistan,Mohammad Yousuf,281,267,40,9554,141,12753.0,12753,12753.0,15,62,15,774,87,12753,12753
749,Pakistan,Saeed Anwar,247,244,19,8824,194,10938.0,10938,10938.0,20,43,15,938,97,10938,10938
750,Pakistan,Shahid Afridi,393,364,27,8027,124,6864.0,6864,6864.0,6,39,29,725,349,6864,6864
751,Pakistan,Shoaib Malik,287,258,40,7534,143,9199.0,9199,9199.0,9,44,15,603,113,9199,9199
752,Pakistan,Javed Miandad,233,218,41,7381,119,11014.0,11014,11014.0,8,50,8,445,44,11014,11014
753,Pakistan,Younis Khan,265,255,23,7249,144,9628.0,9628,9628.0,7,48,22,578,56,9628,9628
754,Pakistan,Saleem Malik,283,256,38,7170,102,9383.0,9383,9383.0,5,47,19,514,34,9383,9383
755,Pakistan,Mohammad Hafeez,218,216,15,6614,140,8633.0,8633,8633.0,11,38,19,664,110,8633,8633
756,Pakistan,Ijaz Ahmed,250,232,29,6564,139,8174.0,8174,8174.0,10,37,14,531,87,8174,8174
757,Pakistan,Babar Azam,131,128,15,6235,158,7089.0,7089,7089.0,19,37,4,574,67,7089,7089
758,Pakistan,Ramiz Raja,198,197,15,5841,119,9226.0,9226,9226.0,9,31,15,469,14,9226,9226
759,Pakistan,Misbah-ul-Haq,162,149,31,5122,96,6945.0,6945,6945.0,0,42,6,342,83,6945,6945
760,Pakistan,Abdul Razzaq,261,225,57,5031,112,6160.0,6160,6160.0,3,23,13,379,124,6160,6160
761,Pakistan,Aamer Sohail,156,155,5,4780,134,7297.0,7297,7297.0,5,31,10,467,20,7297,7297
762,Pakistan,Wasim Akram,356,280,55,3717,86,4208.0,4208,4208.0,0,6,28,247,121,4208,4208
763,Pakistan,Imran Khan,175,151,40,3709,102,5105.0,5105,5105.0,1,19,6,222,45,5105,5105
764,Pakistan,Fakhar Zaman,86,85,6,3651,210,3890.0,3890,3890.0,11,17,6,410,79,3890,3890
765,Pakistan,Moin Khan,219,183,41,3266,72,4017.0,4017,4017.0,0,12,17,218,61,4017,4017
766,Pakistan,Kamran Akmal,157,138,14,3236,124,3855.0,3855,3855.0,5,10,10,378,37,3855,3855
767,Pakistan,Umar Akmal,121,110,17,3194,102,3712.0,3712,3712.0,2,20,8,268,53,3712,3712
768,Pakistan,Imam-ul-Haq,75,74,7,3152,151,3846.0,3846,3846.0,9,20,3,253,30,3846,3846
769,Pakistan,Salman Butt,78,78,4,2725,136,3572.0,3572,3572.0,8,14,15,343,7,3572,3572
770,Pakistan,Mudassar Nazar,122,115,10,2653,95,5130.0,5130,5130.0,0,16,6,184,2,5130,5130
771,Pakistan,Mohammad Rizwan,91,82,18,2644,131,3051.0,3051,3051.0,4,15,2,220,35,3051,3051
772,Pakistan,Ahmed Shehzad,81,81,1,2605,124,3614.0,3614,3614.0,6,14,7,269,18,3614,3614
773,Pakistan,Zaheer Abbas,62,60,6,2572,123,3033.0,3033,3033.0,7,13,2,213,22,3033,3033
774,Pakistan,Sarfaraz Ahmed,117,91,22,2315,105,2635.0,2635,2635.0,2,11,1,174,12,2635,2635
775,Pakistan,Yasir Hameed,56,56,1,2028,127,3029.0,3029,3029.0,3,12,2,219,6,3029,3029
776,Pakistan,Imran Nazir,79,79,2,1895,160,2339.0,2339,2339.0,2,9,10,235,32,2339,2339
777,Pakistan,Mohsin Khan,75,75,5,1877,117,3373.0,3373,3373.0,2,8,3,151,7,3373,3373
778,Pakistan,Azhar Ali,53,53,3,1845,102,2478.0,2478,2478.0,3,12,3,168,14,2478,2478
779,Pakistan,Haris Sohail,45,44,5,1749,130,2046.0,2046,2046.0,2,14,1,138,28,2046,2046
780,Pakistan,Imran Farhat,58,58,2,1719,107,2489.0,2489,2489.0,1,13,3,190,16,2489,2489
781,Pakistan,Rashid Latif,166,117,29,1709,79,2237.0,2237,2237.0,0,3,8,125,18,2237,2237
782,Pakistan,Saleem Elahi,48,47,4,1579,135,2214.0,2214,2214.0,4,9,3,162,9,2214,2214
783,Pakistan,Azhar Mahmood,143,110,26,1521,67,1988.0,1988,1988.0,0,3,9,119,24,1988,1988
784,Pakistan,Nasir Jamshed,48,48,3,1418,112,1881.0,1881,1881.0,3,8,5,150,19,1881,1881
785,Pakistan,Asad Shafiq,60,58,4,1336,84,1979.0,1979,1979.0,0,9,5,108,5,1979,1979
786,Pakistan,Shoaib Mohammad,63,58,6,1269,126,2492.0,2492,2492.0,1,8,8,97,2,2492,2492
787,Pakistan,Basit Ali,50,43,6,1265,127,1669.0,1669,1669.0,1,9,3,81,18,1669,1669
788,Pakistan,Asif Mujtaba,66,55,14,1068,113,1671.0,1671,1671.0,1,6,8,66,2,1671,1671
789,Pakistan,Agha Salman,38,31,6,1054,134,1061.0,1061,1061.0,1,6,0,92,22,1061,1061
790,Pakistan,Imad Wasim,55,40,17,986,63,894.0,894,894.0,0,5,1,91,19,894,894
791,Pakistan,Waqar Younis,262,139,45,969,37,1445.0,1445,1445.0,0,0,15,58,21,1445,1445
792,Pakistan,Fawad Alam,38,36,12,966,114,1297.0,1297,1297.0,1,6,3,59,6,1297,1297
793,Pakistan,Shadab Khan,70,44,11,855,86,997.0,997,997.0,0,4,3,51,19,997,997
794,Pakistan,Sharjeel Khan,25,25,0,812,152,716.0,716,716.0,1,6,2,104,28,716,716
795,Pakistan,Majid Khan,23,22,1,786,109,1052.0,1052,1052.0,1,7,1,69,6,1052,1052
796,Pakistan,Wasim Raja,54,45,10,782,60,1168.0,1168,1168.0,0,2,6,58,11,1168,1168
797,Pakistan,Sohaib Maqsood,29,28,2,781,89,935.0,935,935.0,0,5,1,61,19,935,935
798,Pakistan,Saleem Yousuf,86,62,19,768,62,1024.0,1024,1024.0,0,4,5,52,6,1024,1024
799,Pakistan,Manzoor Elahi,54,46,13,741,50,827.0,827,827.0,0,1,1,53,17,827,827
800,Pakistan,Wahab Riaz,91,66,15,740,54,849.0,849,849.0,0,3,12,55,30,849,849
801,Pakistan,Saqlain Mushtaq,169,98,38,711,37,1434.0,1434,1434.0,0,0,13,45,4,1434,1434
802,Pakistan,Abdullah Shafique,24,24,2,682,113,863.0,863,863.0,1,6,4,62,18,863,863
803,Pakistan,Qasim Umar,31,31,3,642,69,1125.0,1125,1125.0,0,4,3,52,3,1125,1125
804,Pakistan,Abdul Qadir,104,68,26,641,41,849.0,849,849.0,0,0,6,36,17,849,849
805,Pakistan,Iftikhar Ahmed,28,24,8,614,109,576.0,576,576.0,1,1,0,52,20,576,576
806,Pakistan,Mansoor Akhtar,41,35,1,593,47,1148.0,1148,1148.0,0,0,1,43,2,1148,1148
807,Pakistan,Aamer Malik,24,23,1,556,90,989.0,989,989.0,0,5,1,40,0,989,989
808,Pakistan,Mohammad Wasim,25,25,2,543,76,1043.0,1043,1043.0,0,3,4,33,1,1043,1043
809,Pakistan,Naved-ul-Hasan,74,51,18,524,33,620.0,620,620.0,0,0,4,38,16,620,620
810,Pakistan,Saim Ayub,9,9,1,515,113,488.0,488,488.0,3,1,0,59,16,488,488
811,Pakistan,Taufeeq Umar,22,22,1,504,81,895.0,895,895.0,0,3,0,51,2,895,895
812,Pakistan,Umar Gul,130,65,18,457,39,642.0,642,642.0,0,0,10,36,14,642,642
813,Pakistan,Saud Shakeel,19,16,1,408,68,478.0,478,478.0,0,4,0,45,1,478,478
814,Pakistan,Mohammad Nawaz,37,28,6,406,53,458.0,458,458.0,0,1,0,27,11,458,458
815,Pakistan,Sohail Tanvir,62,40,11,399,59,458.0,458,458.0,0,1,3,44,6,458,458
816,Pakistan,Mushtaq Ahmed,144,76,34,399,34,698.0,698,698.0,0,0,10,21,1,698,698
817,Pakistan,Sadiq Mohammad,19,19,1,383,74,755.0,755,755.0,0,2,0,39,1,755,755
818,Pakistan,Hasan Ali,66,38,11,383,59,327.0,327,327.0,0,2,4,28,24,327,327
819,Pakistan,Asif Ali,21,16,1,382,52,314.0,314,314.0,0,3,0,22,21,314,314
820,Pakistan,Mohammad Amir,61,30,10,363,73,444.0,444,444.0,0,2,5,32,8,444,444
821,Pakistan,Shoaib Akhtar,158,80,39,361,43,508.0,508,508.0,0,0,11,26,10,508,508
822,Pakistan,Wajahatullah Wasti,15,15,0,349,84,713.0,713,713.0,0,1,1,38,2,713,713
823,Pakistan,Zahid Fazal,19,18,3,348,98,584.0,584,584.0,0,2,0,21,3,584,584
824,Pakistan,Asif Iqbal,10,8,2,330,62,466.0,466,466.0,0,5,0,28,1,466,466
825,Pakistan,Khushdil Shah,15,12,2,328,69,334.0,334,334.0,0,1,0,25,10,334,334
826,Pakistan,Saeed Ajmal,113,70,24,324,33,535.0,535,535.0,0,0,11,25,0,535,535
827,Pakistan,Faheem Ashraf,37,27,3,322,73,379.0,379,379.0,0,1,2,26,10,379,379
828,Pakistan,Anwar Ali,22,16,5,321,43,367.0,367,367.0,0,0,0,29,7,367,367
829,Pakistan,Faisal Iqbal,18,16,2,314,100,519.0,519,519.0,1,0,3,24,4,519,519
