,Country,Player,Matches,Innings,Not_Out,Runs,Highest_score,Average,Ball_Faced,Strike_Rate,Hundreds,Fiftys,Zeros,Fours,Sixes,Start_Year,End/Current_Year,Format
793,West,ADS Fletcher,60,57,7,984,84,19.68,892,110.31,0,6,9,67,53,2008,2024,T20
794,West,KR Mayers,38,37,2,762,73,21.77,551,138.29,0,3,1,68,51,2020,2024,T20
795,West,JO Holder,75,55,18,672,38,18.16,487,137.98,0,0,9,43,41,2014,2025,T20
796,West,R Shepherd,63,44,17,667,44,24.7,468,142.52,0,0,4,36,48,2020,2025,T20
797,West,D Ramdin,71,50,16,636,55,18.7,551,115.42,0,1,3,51,19,2006,2019,T20
798,West,SE Rutherford,39,34,6,586,68,20.92,420,139.52,0,3,4,45,35,2018,2025,T20
799,West,DR Smith,33,32,0,582,72,18.18,474,122.78,0,3,1,62,31,2006,2015,T20
800,West,RL Chase,42,32,7,552,67,22.08,462,119.48,0,3,5,47,16,2021,2025,T20
801,West,DJG Sammy,66,50,16,534,42,15.7,359,148.74,0,0,3,42,27,2007,2016,T20
802,West,DM Bravo,26,22,3,405,43,21.31,379,106.86,0,0,3,32,14,2010,2022,T20
803,West,S Chanderpaul,22,22,5,343,41,20.17,347,98.84,0,0,0,34,5,2006,2010,T20
804,West,CR Brathwaite,41,27,6,310,37,14.76,274,113.13,0,0,3,13,22,2011,2019,T20
805,West,RR Sarwan,18,16,3,298,59,22.92,286,104.19,0,2,1,19,6,2007,2010,T20
806,West,FA Allen,39,27,9,272,34,15.11,199,136.68,0,0,5,16,21,2018,2024,T20
807,West,AJ Hosein,78,32,15,272,44,16.0,247,110.12,0,0,3,17,13,2021,2025,T20
808,West,CAK Walton,19,17,0,225,40,13.23,203,110.83,0,0,5,23,11,2014,2018,T20
809,West,SSJ Brooks,13,12,1,218,56,19.81,212,102.83,0,1,2,15,11,2021,2022,T20
810,West,DS Smith,6,6,0,203,61,33.83,161,126.08,0,2,0,22,5,2007,2009,T20
811,West,OF Smith,27,20,7,193,27,14.84,138,139.85,0,0,2,13,12,2018,2023,T20
812,West,KMA Paul,23,16,7,187,29,20.77,166,112.65,0,0,2,10,11,2018,2022,T20
813,West,G Motie,39,20,7,163,33,12.53,126,129.36,0,0,3,11,11,2021,2025,T20
814,West,SP Narine,51,23,8,155,30,10.33,138,112.31,0,0,2,13,5,2012,2019,T20
815,West,A Athanaze,6,6,1,137,60,27.4,105,130.47,0,1,0,12,6,2024,2025,T20
816,West,AS Joseph,45,19,11,129,21,16.12,125,103.2,0,0,2,9,5,2022,2025,T20
817,West,JE Taylor,30,15,6,118,21,13.11,92,128.26,0,0,1,10,6,2006,2018,T20
818,West,XM Marshall,6,6,0,96,36,16.0,77,124.67,0,0,1,8,4,2008,2009,T20
819,West,RS Morton,7,7,1,96,40,16.0,103,93.2,0,0,1,8,2,2006,2010,T20
820,West,JN Mohammed,9,8,3,90,23,18.0,103,87.37,0,0,1,9,1,2017,2018,T20
821,West,AR Nurse,13,8,6,85,20,42.5,71,119.71,0,0,0,7,3,2011,2019,T20
822,West,CD Barnwell,6,6,2,78,34,19.5,62,125.8,0,0,1,4,4,2011,2013,T20
823,West,J Andrew,3,3,0,71,35,23.66,58,122.41,0,0,0,5,4,2025,2025,T20
824,West,OC McCoy,42,13,6,68,23,9.71,64,106.25,0,0,2,7,4,2019,2024,T20
825,West,TM Dowlin,2,2,1,68,37,68.0,69,98.55,0,0,0,8,0,2009,2010,T20
826,West,DP Hyatt,5,5,1,64,28,16.0,54,118.51,0,0,0,4,4,2011,2012,T20
827,West,N Deonarine,8,7,2,55,36,11.0,53,103.77,0,0,3,5,0,2010,2013,T20
828,West,KU Carty,4,3,1,53,49,26.5,35,151.42,0,0,0,4,4,2025,2025,T20
829,West,MW Forde,8,5,1,51,15,12.75,35,145.71,0,0,0,4,3,2023,2025,T20
830,West,DC Thomas,12,8,2,51,31,8.5,54,94.44,0,0,0,4,2,2009,2022,T20
831,West,RA Reifer,3,2,0,46,27,23.0,41,112.19,0,0,0,1,2,2022,2023,T20
832,West,NO Miller,9,5,4,43,15,43.0,47,91.48,0,0,0,2,0,2009,2014,T20
833,West,S Badree,50,15,9,43,14,7.16,63,68.25,0,0,0,1,1,2012,2018,T20
834,West,SJ Benn,24,7,4,37,13,12.33,42,88.09,0,0,1,5,1,2008,2016,T20
835,West,HR Walsh,31,10,6,36,12,9.0,47,76.59,0,0,2,2,2,2019,2024,T20
836,West,SE Findlay,2,2,0,32,19,16.0,31,103.22,0,0,0,4,0,2008,2008,T20
837,West,WW Hinds,5,5,1,30,14,7.5,41,73.17,0,0,1,3,0,2006,2010,T20
838,West,S Joseph,12,5,5,28,21,0.0,18,155.55,0,0,0,2,2,2024,2025,T20
839,West,NE Bonner,2,2,0,27,24,13.5,38,71.05,0,0,0,2,0,2011,2012,T20
840,West,D Ganga,1,1,0,26,26,26.0,31,83.87,0,0,0,3,1,2006,2006,T20
841,West,AB Barath,2,2,0,23,15,11.5,39,58.97,0,0,0,3,0,2010,2011,T20
842,West,FL Reifer,1,1,0,22,22,22.0,20,110.0,0,0,0,2,1,2009,2009,T20
843,West,KOK Williams,26,7,4,19,13,6.33,17,111.76,0,0,1,1,1,2016,2020,T20
844,West,SS Cottrell,45,10,6,18,4,4.5,29,62.06,0,0,1,2,0,2014,2023,T20
845,West,TL Best,6,1,1,17,17,0.0,9,188.88,0,0,0,0,2,2013,2014,T20
846,West,K Pierre,10,5,3,17,9,8.5,23,73.91,0,0,0,2,0,2018,2020,T20
847,West,RR Emrit,4,3,0,17,11,5.66,27,62.96,0,0,0,0,1,2018,2018,T20
848,West,D Bishoo,7,4,2,17,8,8.5,29,58.62,0,0,1,2,0,2011,2019,T20
849,West,DC Drakes,10,5,0,15,5,3.0,19,78.94,0,0,1,3,0,2021,2022,T20
850,West,R Rampaul,27,7,5,15,8,7.5,29,51.72,0,0,0,0,0,2007,2021,T20
851,West,KOA Powell,1,1,0,12,12,12.0,14,85.71,0,0,0,1,0,2014,2014,T20
852,West,FH Edwards,26,6,4,11,7,5.5,14,78.57,0,0,1,1,0,2007,2021,T20
853,West,JD Campbell,2,2,0,11,11,5.5,16,68.75,0,0,1,2,0,2019,2019,T20
854,West,BA Parchment,1,1,0,10,10,10.0,6,166.66,0,0,0,1,1,2007,2007,T20
855,West,CS Baugh,3,3,0,10,7,3.33,12,83.33,0,0,0,1,0,2008,2012,T20
856,West,ACL Richards,1,1,0,10,10,10.0,15,66.66,0,0,0,1,0,2007,2007,T20
857,West,WKD Perkins,1,1,0,9,9,9.0,11,81.81,0,0,0,1,0,2008,2008,T20
858,West,O Thomas,21,7,3,9,8,2.25,15,60.0,0,0,3,2,0,2018,2023,T20
859,West,SK Springer,2,1,0,7,7,7.0,6,116.66,0,0,0,1,0,2024,2024,T20
860,West,JP Greaves,1,1,0,6,6,6.0,5,120.0,0,0,0,0,0,2024,2024,T20
861,West,T Hinds,2,1,1,5,5,0.0,3,166.66,0,0,0,1,0,2024,2024,T20
862,West,AM McCarthy,1,1,0,5,5,5.0,8,62.5,0,0,0,0,0,2018,2018,T20
863,West,JNT Seales,1,1,1,4,4,0.0,2,200.0,0,0,0,1,0,2024,2024,T20
864,West,GE Mathurin,3,2,2,4,3,0.0,5,80.0,0,0,0,0,0,2011,2012,T20
865,West,J Blades,4,2,2,4,3,0.0,10,40.0,0,0,0,0,0,2025,2025,T20
866,West,KAJ Roach,11,1,1,3,3,0.0,2,150.0,0,0,0,0,0,2008,2012,T20
867,West,Y Cariah,2,2,2,3,2,0.0,4,75.0,0,0,0,0,0,2022,2022,T20
868,West,MC Bascombe,1,1,0,3,3,3.0,7,42.85,0,0,0,0,0,2011,2011,T20
869,West,K Sinclair,6,2,1,3,3,3.0,9,33.33,0,0,0,0,0,2021,2021,T20
870,West,DE Bernard,1,1,1,1,1,0.0,1,100.0,0,0,0,0,0,2009,2009,T20
871,West,DBL Powell,5,1,1,1,1,0.0,1,100.0,0,0,0,0,0,2007,2007,T20
873,Afghanistan,Mohammad Nabi,132,124,25,2237,89,22.59,1642,136.23,0,6,8,156,109,2010,2024,T20
874,Afghanistan,Mohammad Shahzad,73,73,3,2048,118,29.25,1550,132.12,1,12,4,229,76,2010,2023,T20
875,Afghanistan,Najibullah Zadran,107,95,33,1830,73,29.51,1328,137.8,0,8,6,126,97,2012,2024,T20
876,Afghanistan,Rahmanullah Gurbaz,66,66,0,1683,100,25.5,1252,134.42,1,10,8,128,95,2019,2024,T20
877,Afghanistan,Asghar Afghan,75,68,5,1382,62,21.93,1247,110.82,0,4,5,87,69,2010,2021,T20
878,Afghanistan,Hazratullah Zazai,45,45,3,1160,162,27.61,874,132.72,1,3,3,110,66,2016,2024,T20
879,Afghanistan,Ibrahim Zadran,44,44,6,1105,72,29.07,1030,107.28,0,8,1,97,24,2019,2024,T20
880,Afghanistan,Samiullah Shinwari,65,56,10,1013,61,22.02,858,118.06,0,2,2,76,37,2010,2022,T20
881,Afghanistan,Gulbadin Naib,75,64,18,945,57,20.54,775,121.93,0,3,7,70,44,2012,2024,T20
882,Afghanistan,Usman Ghani,35,34,3,786,73,25.35,733,107.23,0,4,0,76,21,2015,2023,T20
883,Afghanistan,Karim Janat,67,48,9,691,56,17.71,596,115.93,0,4,4,49,28,2016,2024,T20
884,Afghanistan,Noor Ali Zadran,23,23,1,597,63,27.13,586,101.87,0,4,1,55,9,2010,2023,T20
885,Afghanistan,Karim Sadiq,36,36,0,538,72,14.94,493,109.12,0,1,4,61,10,2010,2018,T20
886,Afghanistan,Nawroz Mangal,32,32,4,505,65,18.03,453,111.47,0,2,4,42,19,2010,2017,T20
887,Afghanistan,Shafiqullah,46,42,12,494,51,16.46,340,145.29,0,1,5,35,31,2010,2019,T20
888,Afghanistan,Azmatullah Omarzai,47,37,4,474,34,14.36,427,111.0,0,0,4,30,18,2022,2024,T20
889,Afghanistan,Rashid Khan,95,58,25,458,48,13.87,363,126.17,0,0,7,31,27,2015,2024,T20
890,Afghanistan,Najeeb Tarakai,12,12,0,258,90,21.5,210,122.85,0,1,1,21,13,2014,2019,T20
891,Afghanistan,Afsar Zazai,8,8,0,141,48,17.62,172,81.97,0,0,0,9,3,2013,2023,T20
892,Afghanistan,Mirwais Ashraf,25,19,8,128,28,11.63,115,111.3,0,0,2,5,8,2010,2016,T20
893,Afghanistan,Darwish Rasooli,9,9,2,118,58,16.85,113,104.42,0,1,1,10,2,2022,2024,T20
894,Afghanistan,Sediqullah Atal,9,9,0,96,35,10.66,110,87.27,0,0,0,6,4,2023,2024,T20
895,Afghanistan,Raees Ahmadzai,8,6,3,91,33,30.33,84,108.33,0,0,0,5,1,2010,2010,T20
896,Afghanistan,Mohammad Ishaq,5,5,1,76,32,19.0,58,131.03,0,0,1,10,1,2024,2024,T20
897,Afghanistan,Shahidullah,3,3,1,72,49,36.0,59,122.03,0,0,1,5,4,2023,2023,T20
898,Afghanistan,Dawlat Zadran,34,17,8,68,13,7.55,42,161.9,0,0,3,4,6,2012,2019,T20
899,Afghanistan,Mujeeb Ur Rahman,49,14,8,54,21,9.0,44,122.72,0,0,2,6,3,2018,2024,T20
900,Afghanistan,Hamid Hassan,25,9,6,50,22,16.66,46,108.69,0,0,0,3,2,2010,2021,T20
901,Afghanistan,Hashmatullah Shahidi,6,4,2,48,36,24.0,55,87.27,0,0,0,5,0,2013,2022,T20
902,Afghanistan,Sharafuddin Ashraf,19,12,6,46,18,7.66,55,83.63,0,0,2,4,1,2015,2024,T20
903,Afghanistan,Naveen-ul-Haq,48,14,5,44,13,4.88,65,67.69,0,0,3,5,1,2019,2024,T20
904,Afghanistan,Noor Ahmad,14,8,2,41,12,6.83,53,77.35,0,0,1,1,3,2022,2024,T20
905,Afghanistan,Amir Hamza,33,9,5,40,21,10.0,38,105.26,0,0,1,3,1,2013,2021,T20
906,Afghanistan,Ijaz Ahmad Ahmadzai,3,3,0,35,16,11.66,32,109.37,0,0,0,2,2,2024,2024,T20
907,Afghanistan,Qais Ahmad,11,5,1,33,18,8.25,29,113.79,0,0,1,4,1,2020,2024,T20
908,Afghanistan,Fareed Ahmad,32,5,4,32,24,32.0,33,96.96,0,0,0,5,0,2016,2024,T20
909,Afghanistan,Shapoor Zadran,36,13,6,27,13,3.85,65,41.53,0,0,3,0,3,2010,2020,T20
910,Afghanistan,Ihsanullah,1,1,0,20,20,20.0,14,142.85,0,0,0,4,0,2022,2022,T20
911,Afghanistan,Shabir Noori,1,1,0,15,15,15.0,18,83.33,0,0,0,1,0,2012,2012,T20
912,Afghanistan,Fazal Niazai,1,1,0,12,12,12.0,15,80.0,0,0,0,1,0,2019,2019,T20
913,Afghanistan,Fazalhaq Farooqi,43,12,9,12,4,4.0,19,63.15,0,0,2,1,0,2021,2024,T20
914,Afghanistan,Zubaid Akbari,3,3,0,8,5,2.66,15,53.33,0,0,0,1,0,2023,2024,T20
915,Afghanistan,Nangeyalia Kharote,6,5,3,7,4,3.5,19,36.84,0,0,1,0,0,2024,2024,T20
916,Afghanistan,Javed Ahmadi,3,2,0,6,6,3.0,7,85.71,0,0,1,1,0,2012,2017,T20
917,Afghanistan,Nijat Masood,3,1,1,4,4,0.0,5,80.0,0,0,0,0,0,2022,2022,T20
918,Afghanistan,Rahmat Shah,1,1,0,3,3,3.0,6,50.0,0,0,0,0,0,2024,2024,T20
919,Afghanistan,Dawlat Ahmadzai,2,1,1,2,2,0.0,3,66.66,0,0,0,0,0,2010,2010,T20
920,Afghanistan,Aftab Alam,12,5,3,2,1,1.0,9,22.22,0,0,1,0,0,2012,2018,T20
921,Afghanistan,Yamin Ahmadzai,2,1,1,1,1,0.0,1,100.0,0,0,0,0,0,2015,2015,T20
922,Afghanistan,Sayed Shirzad,4,1,0,1,1,1.0,2,50.0,0,0,0,0,0,2015,2019,T20
923,Afghanistan,M Nasim Baras,3,1,0,1,1,1.0,2,50.0,0,0,0,0,0,2015,2015,T20
